Administrative,Informational,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,20,2404,1,300,0,0,12,2,2,3,2,2,0,0
0,0,1,0,20,2000,0,0,11,2,6,2,1,1,0,0
0,0,18,774,0,125,46,0,11,1,1,3,1,2,0,1
5,0,23,449,3,434,0,0,11,3,2,8,11,1,0,0
3,5,74,1846,1,177,35,0,11,2,2,1,10,1,1,1
0,4,45,1425,2,318,0,0,12,1,1,3,2,1,1,0
0,0,1,0,20,2000,0,0,12,1,1,1,1,1,1,0
12,0,121,3649,1,95,3,0,11,2,2,5,7,1,0,0
0,0,7,301,9,1143,0,0,11,2,2,1,13,1,0,0
0,0,36,757,1,90,0,0,11,2,5,1,10,1,0,0
0,0,8,642,0,286,109,0,12,2,2,3,2,2,0,1
3,7,10,397,2,319,0,0,11,3,2,4,2,1,0,0
1,0,22,1018,2,224,0,0,11,1,1,1,2,1,1,0
6,0,31,1876,0,254,22,0,11,1,1,1,2,1,0,0
2,0,43,822,2,250,0,0,11,1,1,1,3,1,0,0
1,0,26,1326,1,257,0,0,12,2,2,1,1,1,1,0
0,0,16,229,0,150,0,0,12,2,2,1,2,2,0,0
0,0,38,1518,0,42,0,0,11,4,2,4,2,1,0,0
0,0,4,45,0,500,0,0,12,2,2,8,2,1,0,0
4,1,161,6525,1,140,45,0,11,2,2,3,2,1,0,1
0,0,1,0,0,1000,0,0,11,2,6,1,3,1,0,0
4,0,37,840,1,172,13,0,11,1,1,1,2,1,0,1
0,0,16,427,0,120,0,0,11,1,1,4,3,1,0,0
1,3,28,2246,1,285,36,0,11,4,2,1,11,1,0,1
0,0,8,429,3,375,0,0,12,2,2,1,2,1,1,0
3,0,12,222,2,52,0,0,11,1,2,3,8,1,0,0
0,0,4,67,0,500,0,0,12,2,2,9,2,1,0,0
0,0,14,732,2,429,0,0,11,2,2,4,2,2,0,1
11,3,108,4576,2,262,3,0,11,1,1,1,2,1,0,0
3,3,152,3685,1,105,13,0,11,2,2,1,2,1,0,1
0,0,21,883,0,205,0,0,12,2,2,2,2,2,1,0
0,2,16,302,4,889,0,0,11,2,2,3,2,1,0,0
3,0,2,11,8,750,0,0,12,1,1,4,8,1,0,0
11,0,118,4252,0,127,15,0,11,2,2,1,2,1,0,1
0,0,4,158,0,500,0,0,11,2,4,9,2,1,0,0
0,0,12,149,2,567,0,0,11,1,1,1,3,1,0,0
5,3,165,6324,2,281,4,0,11,1,1,1,2,1,0,1
4,0,293,12269,1,155,2,0,11,2,2,1,2,1,0,1
2,2,174,4995,1,159,0,0,11,2,2,1,8,1,0,0
5,0,17,220,2,223,0,0,12,3,2,2,13,1,0,0
11,4,149,6083,2,273,0,0,11,1,1,3,2,1,0,0
8,3,68,1665,1,219,7,0,12,2,1,1,2,1,0,1
0,0,2,35,0,500,0,0,11,2,2,1,10,2,0,0
11,2,162,5400,1,147,15,0,11,2,2,4,10,1,0,1
0,0,6,51,4,500,0,0,11,1,1,3,2,2,0,0
0,0,68,1724,2,237,0,0,11,3,2,5,2,1,0,0
4,0,17,509,4,527,0,0,11,2,4,1,1,1,0,0
0,0,3,66,7,1000,0,0,11,3,2,1,13,1,0,0
0,0,20,969,2,185,74,0,12,1,2,1,1,1,0,1
1,0,19,1090,0,36,25,0,12,2,2,7,2,1,0,1
7,2,42,3128,1,213,0,0,11,1,1,3,2,1,0,0
0,0,15,419,0,134,13,0,12,3,2,1,2,2,1,1
0,0,53,2053,0,40,52,0,11,2,4,2,2,2,1,1
0,2,0,0,0,1000,0,0,12,2,2,1,2,1,0,0
0,0,18,546,0,112,0,0,11,2,2,1,3,1,0,0
3,0,62,1193,1,154,22,0,11,2,2,1,1,1,0,1
3,0,17,332,4,513,0,0,12,2,2,1,1,1,1,0
0,0,36,2108,2,329,0,0,12,3,2,1,2,1,0,0
0,0,6,222,0,400,88,0,12,8,13,9,20,3,0,1
1,1,39,1029,0,105,0,0,12,2,2,3,2,1,0,0
8,1,90,2777,1,173,0,0,11,3,2,3,2,1,1,0
2,0,24,361,2,180,0,0,12,1,1,1,1,1,0,0
0,2,95,4380,1,340,0,0,11,2,2,1,2,1,1,0
0,0,4,119,0,167,0,0,12,3,2,3,2,2,0,0
0,0,19,347,0,106,0,0,12,2,2,2,1,1,0,0
4,2,33,822,1,194,0,0,12,2,2,1,2,1,0,1
0,0,1,0,20,2000,0,0,12,1,1,1,3,2,0,0
27,2,584,24845,1,94,5,0,11,2,4,3,8,1,0,0
4,0,12,197,0,375,0,0,11,2,2,1,2,2,0,0
0,0,4,26,0,500,0,0,11,2,5,6,11,1,1,0
0,3,60,2051,1,284,0,0,11,3,2,1,3,1,0,0
4,0,46,963,1,122,0,0,12,1,1,6,2,1,0,0
1,0,28,587,0,41,0,0,12,3,2,6,10,1,0,1
0,0,8,285,0,250,0,0,12,2,2,3,1,1,0,0
0,0,1,0,20,2000,0,0,11,3,2,4,3,1,0,0
0,0,1,0,20,2000,0,0,11,3,2,3,3,1,0,0
1,0,65,733,1,204,3,0,12,2,2,1,2,1,1,1
0,0,2,0,20,2000,0,0,11,1,1,1,3,1,1,0
0,0,3,59,0,667,0,0,12,1,1,3,2,3,0,0
2,0,20,856,0,132,0,0,11,2,2,9,20,2,0,0
1,0,13,275,0,167,0,0,11,1,1,1,2,2,0,0
0,0,5,111,0,400,0,0,11,2,2,1,2,2,0,0
1,0,37,1829,0,139,8,0,11,4,1,2,3,1,0,1
0,0,5,82,0,400,0,0,11,2,2,9,8,1,0,0
0,0,8,248,0,96,0,0,11,2,2,9,2,2,0,1
1,0,13,2124,2,308,43,0,11,2,2,1,3,1,0,1
6,0,25,636,1,103,11,0,11,3,2,3,8,1,1,1
5,0,5,50,0,250,0,0,12,8,13,9,20,3,1,1
1,0,24,1333,0,87,0,0,12,2,2,1,2,2,0,0
8,0,154,5254,1,89,0,0,11,4,1,1,8,1,1,0
0,0,19,594,0,141,0,0,11,2,2,1,2,2,0,0
7,1,130,5253,1,121,1,0,11,2,2,4,2,1,0,1
1,0,18,1169,0,118,54,0,12,2,4,7,2,2,0,1
0,0,21,988,1,167,0,0,12,2,4,2,1,1,0,0
0,0,59,2887,0,256,0,0,11,2,2,3,2,1,0,0
3,0,17,474,2,225,0,0,11,1,2,3,3,1,0,0
2,4,137,4792,1,210,5,0,11,2,2,1,2,1,0,1
6,3,38,1482,2,294,0,0,11,2,2,4,10,1,0,1
3,0,29,387,0,7,0,0,11,8,2,9,2,3,0,0
0,0,31,1145,1,84,77,0,12,2,2,7,2,2,0,1
7,0,44,2748,3,625,0,0,11,2,2,7,1,1,0,0
0,0,7,272,0,286,0,0,11,8,2,3,2,1,0,0
4,1,58,3023,0,97,0,0,11,1,1,2,2,2,0,1
6,0,51,2157,0,119,6,0,11,2,2,1,2,1,0,1
2,0,21,939,1,167,218,0,12,1,1,3,2,1,0,0
8,0,50,1040,1,102,0,0,11,1,2,3,10,1,0,0
0,0,8,722,0,96,0,0,11,2,5,3,8,2,1,0
0,0,89,3481,1,148,0,0,11,4,2,1,1,1,1,1
22,3,178,6242,1,169,2,0,11,2,2,1,10,1,0,1
0,0,32,750,0,63,0,0,12,2,2,3,8,2,0,0
1,0,11,226,2,267,0,0,11,1,1,4,2,1,0,0
1,0,49,1588,0,116,36,0,11,2,2,3,13,1,0,1
0,0,9,1398,3,278,0,0,11,3,2,4,2,1,0,0
3,0,17,507,0,17,0,0,12,1,8,3,11,2,0,0
0,1,104,7182,1,238,0,0,11,2,2,1,2,1,0,0
1,0,20,1174,0,20,21,0,11,3,2,8,11,1,0,1
0,1,17,319,2,500,18,0,11,2,5,1,1,1,1,1
2,0,51,2856,0,128,0,0,11,2,2,4,3,1,0,0
0,0,27,1166,3,445,0,0,12,2,5,3,1,1,1,0
1,0,31,1471,0,123,0,0,11,3,2,3,8,2,0,1
6,0,55,1708,0,54,24,0,12,2,2,1,2,2,0,1
0,0,26,532,4,443,0,0,11,2,2,1,1,1,0,0
0,0,90,2637,3,458,0,0,11,2,2,1,2,1,0,0
0,0,24,453,0,209,0,0,11,2,2,3,2,1,1,1
0,0,20,448,1,289,0,0,12,1,2,3,2,2,0,1
5,0,44,1114,1,157,19,0,12,3,2,1,1,1,0,0
0,0,1,0,20,2000,0,0,12,2,2,4,8,2,0,0
5,0,15,447,0,59,0,0,12,8,13,9,20,3,0,0
0,0,25,953,0,236,24,0,11,2,2,3,11,1,0,1
0,0,12,276,0,167,0,0,12,2,2,8,2,2,0,0
18,1,105,4435,1,297,5,0,12,2,2,1,1,1,0,0
3,2,8,312,0,100,0,0,11,2,2,3,10,1,0,0
1,0,16,324,0,134,0,0,12,3,2,8,8,1,0,0
0,4,93,2836,1,374,0,0,12,2,2,4,1,1,0,0
9,1,76,2894,1,149,2,0,11,1,2,3,8,1,0,0
2,4,20,541,0,42,39,0,11,2,2,3,2,1,0,1
5,0,126,6086,0,43,29,0,11,2,2,1,2,1,0,1
0,0,22,1391,0,48,0,0,11,2,2,4,8,2,1,0
2,0,20,1032,0,211,68,0,12,2,2,1,10,1,0,0
0,0,19,540,2,40,0,0,11,3,2,3,3,1,0,0
4,0,26,1657,1,210,5,0,11,2,2,1,13,1,0,0
2,2,17,940,0,225,18,0,12,2,2,1,6,1,0,1
8,0,32,1404,0,32,37,0,11,2,2,3,2,1,0,1
0,0,3,46,0,334,0,0,12,1,2,3,2,1,0,0
5,0,5,30,5,593,0,0,12,1,1,4,2,1,1,0
1,0,30,1863,0,265,0,0,11,3,2,1,13,1,0,0
0,0,18,895,0,72,0,0,12,3,2,4,6,1,0,0
0,0,15,476,2,134,0,0,12,1,1,3,8,2,0,0
12,0,44,2188,1,291,0,0,12,1,1,8,1,1,0,0
7,4,111,2313,1,139,8,0,11,1,1,1,2,1,0,1
0,0,70,1653,0,87,0,0,11,1,2,3,8,2,0,0
1,2,63,5827,1,268,0,0,11,3,2,1,3,1,1,0
0,0,6,199,2,234,0,0,11,2,5,7,3,1,1,0
0,0,7,197,0,429,0,0,12,2,2,3,2,2,0,0
0,0,22,465,0,23,0,0,11,2,2,1,8,2,0,0
0,0,22,267,1,182,0,0,11,2,4,1,2,1,0,0
7,1,15,1047,2,193,0,0,12,1,1,3,2,2,0,1
5,0,14,513,0,236,0,0,12,2,7,7,8,2,1,0
1,0,29,766,0,9,0,0,11,2,2,8,3,2,0,0
0,0,10,315,1,467,0,0,11,4,2,9,3,1,0,0
0,0,30,1683,0,143,41,0,12,2,2,4,2,1,0,1
0,0,21,581,1,239,0,0,11,2,2,3,11,1,1,0
0,0,36,1389,1,278,0,0,11,2,2,3,2,1,1,0
0,0,26,471,1,424,0,0,11,3,2,4,11,1,1,0
0,0,44,1185,1,233,0,0,11,1,2,1,2,1,0,0
10,3,122,6920,1,221,0,0,12,2,2,1,2,1,0,0
0,0,12,304,2,167,0,0,12,1,1,7,2,1,1,0
6,0,41,1075,0,191,0,0,12,2,2,7,3,1,0,0
0,0,18,589,6,897,0,0,12,3,2,4,1,1,0,0
0,0,3,21,0,667,0,0,11,2,4,2,2,1,1,1
0,0,2,11,0,1000,0,0,12,2,4,1,2,1,0,0
14,0,164,4156,1,135,14,0,11,2,2,3,2,1,0,1
1,0,3,56,0,800,0,0,11,1,1,1,8,1,1,0
0,0,8,64,0,500,0,0,12,2,2,3,8,2,0,0
4,1,311,12501,1,147,0,0,11,2,2,7,2,1,0,0
6,0,24,1022,2,227,82,0,12,1,1,3,1,1,1,0
9,5,83,2695,0,91,0,0,11,2,4,1,2,1,0,1
6,0,37,2534,2,318,7,0,11,2,2,3,1,1,0,1
0,0,32,1659,0,148,20,0,11,2,2,1,10,1,0,0
0,0,19,1441,3,404,0,0,11,1,1,1,1,1,0,0
1,0,10,450,3,334,0,0,12,1,8,2,20,1,0,0
0,0,60,1316,1,318,0,0,11,2,2,3,2,1,0,1
5,0,125,1936,0,81,0,0,11,4,2,3,3,1,0,0
0,0,140,2405,1,32,0,0,11,1,1,4,2,1,0,0
0,0,18,347,3,630,0,0,11,2,2,3,2,1,0,0
0,0,1,696,0,1000,0,0,11,2,2,4,1,1,0,0
0,0,18,416,1,290,0,0,11,2,10,7,10,1,0,0
3,0,17,257,0,200,0,0,11,2,4,1,8,2,1,1
2,0,26,1940,1,264,25,0,11,3,2,1,2,1,1,0
0,0,1,0,20,2000,0,0,11,3,2,7,13,1,0,0
0,0,54,1976,1,161,0,0,11,2,2,9,2,1,0,0
0,0,5,29,8,934,0,0,11,2,2,1,2,1,1,0
4,0,66,2557,2,223,0,0,11,3,2,1,13,1,0,0
1,0,0,0,20,2000,0,0,12,3,2,1,3,1,1,0
10,3,153,3813,1,138,6,0,12,2,2,3,1,1,0,0
1,0,12,593,0,182,219,0,12,1,1,5,3,2,0,1
0,0,9,191,0,334,0,0,12,1,1,3,2,2,0,0
8,7,340,10903,1,158,0,0,11,2,2,1,2,1,0,0
0,0,10,131,2,1000,0,0,12,2,2,7,3,1,0,0
0,0,9,274,7,778,0,0,12,3,3,5,1,1,1,0
0,0,56,3544,1,218,0,0,11,2,7,5,1,1,1,0
1,0,39,1160,1,313,0,0,11,2,2,6,2,1,1,1
0,0,2,18,0,1000,0,0,11,2,2,2,6,1,1,0
4,0,2,25,0,400,0,0,12,2,2,1,2,2,0,0
0,0,97,2301,0,158,0,0,11,2,2,1,2,1,0,0
6,1,39,842,1,176,0,0,12,1,2,8,1,1,0,0
0,2,36,1610,0,94,13,0,11,2,2,3,3,1,0,1
0,0,14,425,0,72,0,0,12,2,2,2,13,1,0,0
1,0,35,1268,1,213,9,0,12,2,2,3,10,1,1,0
1,0,37,1632,0,91,14,0,12,2,2,1,1,1,0,0
7,0,22,1044,2,489,0,0,11,2,2,3,2,2,0,0
6,0,86,2042,1,79,6,0,11,2,4,1,2,1,0,1
7,0,19,505,0,186,0,0,12,1,1,1,8,1,0,1
9,0,108,2794,1,193,0,0,11,2,2,1,3,1,0,1
4,0,6,181,0,250,0,0,11,3,6,3,2,2,0,0
0,0,21,531,2,215,0,0,11,3,2,4,3,1,0,0
0,0,12,330,2,288,0,0,11,3,2,1,2,1,0,0
6,1,30,1509,4,433,21,0,11,3,2,3,13,1,0,0
1,0,41,804,0,85,0,0,12,1,2,1,8,1,1,0
2,0,15,947,1,67,0,0,12,2,2,3,2,1,1,0
0,0,3,2252,10,1375,0,0,11,3,2,1,13,1,0,0
0,0,6,48,0,667,0,0,11,2,2,4,1,1,0,0
0,0,24,1287,0,153,0,0,11,2,2,9,8,1,0,0
0,0,4,397,0,834,0,0,11,2,2,4,2,1,0,0
0,0,18,4294,5,648,0,0,11,2,2,3,1,1,0,0
1,0,64,3876,0,196,6,0,11,2,2,1,2,1,0,0
3,4,1,43,0,250,0,0,12,8,13,9,20,3,0,0
0,1,21,937,1,90,0,0,11,1,1,3,2,1,1,0
0,0,28,757,4,679,0,0,12,2,2,4,1,1,0,0
0,0,2,47,0,500,0,0,12,1,1,2,2,2,0,0
0,0,49,1386,0,133,0,0,12,2,2,4,3,1,0,0
0,0,81,3198,1,216,0,0,11,3,2,4,10,1,1,0
0,0,39,1780,2,290,0,0,12,1,1,4,2,1,1,0
3,0,57,1192,2,308,0,0,11,2,2,1,2,1,1,0
0,0,4,52,0,500,0,0,12,2,2,1,2,2,0,0
0,5,26,852,1,183,0,0,11,2,2,1,2,2,1,0
0,0,90,3112,0,133,0,0,11,2,4,1,2,1,1,0
2,0,9,562,3,334,26,0,12,3,2,1,1,1,0,0
6,1,137,5381,1,214,2,0,11,2,4,3,10,1,0,1
1,0,49,861,1,124,0,0,12,2,2,2,10,1,1,0
2,0,26,2059,0,125,9,0,11,1,1,9,8,2,0,1
12,2,24,1033,3,362,0,0,12,1,1,9,1,1,1,0
0,0,1,11,0,1000,0,0,12,2,2,1,10,3,0,0
0,0,2,0,20,2000,0,0,12,2,2,1,13,1,0,0
5,2,250,8623,1,226,0,0,11,3,2,1,1,1,0,1
7,0,124,4068,1,229,7,0,11,2,2,3,2,1,0,1
6,0,33,2691,0,176,30,0,11,2,4,1,2,1,0,1
6,0,13,151,0,127,0,0,12,1,1,1,3,2,0,0
0,0,7,268,3,643,0,0,12,2,2,6,3,1,0,0
3,0,44,845,1,160,0,0,12,1,2,1,10,1,0,0
0,0,1,0,20,2000,0,0,11,2,2,1,3,1,0,0
0,0,37,919,1,54,0,0,11,1,1,1,2,2,1,1
0,0,2,11,0,1000,0,0,12,2,2,2,13,1,0,0
0,0,3,47,0,667,0,0,11,2,2,3,10,1,0,0
0,0,7,121,3,572,0,0,12,2,2,7,3,1,1,0
13,3,41,2423,0,161,72,0,12,2,2,1,8,1,0,1
12,2,32,1250,1,258,0,0,12,2,2,1,2,1,0,0
3,0,27,703,3,423,0,0,12,2,2,7,2,1,0,0
1,0,99,4098,1,138,0,0,11,2,2,3,2,1,0,0
0,3,36,1043,2,272,0,0,12,1,1,3,1,1,0,0
0,0,14,170,0,762,0,0,11,2,2,4,2,1,0,1
4,0,27,835,0,143,0,0,11,2,2,2,2,2,1,0
1,1,28,1422,1,403,0,0,12,2,2,1,1,1,1,0
1,0,103,2430,4,444,0,0,11,3,2,1,13,1,0,0
7,6,40,1124,1,247,0,0,12,1,1,3,2,1,0,0
3,0,31,442,0,89,0,0,12,2,2,1,20,1,0,0
2,0,7,209,3,535,0,0,11,3,2,3,2,1,0,0
0,0,33,1476,0,156,9,0,11,3,2,4,2,1,1,0
1,0,4,74,0,400,0,0,11,2,2,1,2,2,0,0
9,3,37,1631,2,381,0,0,11,3,2,7,3,1,0,1
2,0,103,3217,2,308,0,0,12,2,2,6,2,1,1,0
0,0,3,33,7,1334,0,0,12,2,2,9,3,1,1,0
0,0,18,624,2,554,0,0,12,2,2,6,2,1,0,0
3,0,139,3675,1,119,18,0,11,2,2,2,10,1,0,1
5,0,21,487,0,105,48,0,11,2,2,4,1,1,0,1
0,1,19,1646,1,297,0,0,12,2,5,6,1,1,0,0
6,0,71,1362,0,141,0,0,12,2,2,9,2,1,0,0
0,0,13,257,4,786,0,0,11,1,1,2,2,1,0,0
8,0,37,3153,0,120,13,0,12,3,2,3,2,1,0,1
0,0,6,339,0,334,0,0,11,1,1,1,3,1,0,0
8,1,204,5210,1,155,0,0,11,2,2,1,2,1,0,0
0,0,28,559,2,164,0,0,11,1,1,2,2,1,0,0
5,0,131,2245,1,176,0,0,11,2,2,1,2,1,0,0
0,0,47,2033,2,239,0,0,11,3,2,7,1,1,1,0
0,2,22,1905,2,528,0,0,11,2,2,2,11,1,0,0
0,0,38,884,3,391,0,0,11,2,2,1,3,1,0,0
5,0,164,4390,1,102,7,0,11,2,2,1,2,1,0,1
0,0,4,215,0,500,0,0,11,1,1,9,3,1,0,0
4,0,2,34,0,239,0,0,11,2,2,9,8,2,0,0
0,2,18,599,1,256,0,0,11,2,2,1,10,1,0,0
0,0,1,0,20,2000,0,0,12,2,2,6,13,1,0,0
1,0,32,593,0,136,0,0,11,2,2,3,6,1,0,0
7,0,28,830,0,152,18,0,12,1,2,3,2,1,0,0
0,0,9,184,0,223,0,0,12,2,10,4,1,1,0,0
7,1,121,4876,2,201,0,0,11,3,2,1,13,1,0,0
0,0,1,0,20,2000,0,0,11,4,1,3,3,1,0,0
0,0,2,14,0,1000,0,0,12,4,2,1,1,1,1,0
0,0,25,1345,0,87,0,0,11,2,4,1,8,1,0,0
1,0,19,818,2,223,0,0,11,2,2,1,2,1,0,0
4,0,20,501,0,299,0,0,11,4,1,2,1,1,1,0
0,2,1,0,7,1334,0,0,11,1,1,1,2,1,0,0
4,1,50,1898,2,118,0,0,12,1,1,9,3,1,1,0
5,0,60,1884,2,425,0,0,11,2,2,1,2,1,0,0
0,0,1,0,20,2000,0,0,11,3,2,3,3,1,0,0
0,0,59,3034,1,155,0,0,11,1,2,3,2,1,0,0
0,0,83,2923,1,301,0,0,11,2,2,1,1,1,0,0
5,0,26,795,1,265,33,0,12,1,1,1,2,1,0,0
12,9,125,7445,1,224,7,0,11,3,2,4,2,1,0,1
0,0,1,0,20,2000,0,0,12,3,2,7,2,1,0,0
4,0,23,784,1,308,0,0,11,2,5,3,1,1,1,1
1,0,30,1733,3,508,13,0,11,2,2,9,10,1,0,0
0,0,72,2305,1,204,3,0,11,3,2,1,2,1,0,1
0,0,12,585,0,231,13,0,11,2,2,3,8,1,0,0
0,0,20,678,0,300,0,0,12,2,2,3,10,1,0,0
0,0,48,2493,0,146,0,0,11,2,4,1,2,1,0,0
0,0,38,1657,2,416,0,0,12,3,2,2,2,1,1,0
12,0,439,17551,1,185,3,0,11,2,5,1,10,1,0,1
0,1,14,225,5,633,0,0,11,3,2,1,2,1,0,0
1,1,79,2694,0,35,0,0,12,1,1,3,2,1,0,0
6,2,146,3698,1,152,73,0,11,2,2,1,2,1,1,1
0,0,5,136,4,534,0,0,12,2,2,3,2,2,0,0
1,0,4,795,7,1112,0,0,11,3,2,9,6,1,1,0
1,1,29,760,0,194,0,0,11,2,2,1,2,1,1,0
0,1,25,526,1,308,0,0,11,2,2,3,2,2,1,0
0,0,9,196,3,815,0,0,11,1,1,8,10,1,0,0
0,0,21,500,1,334,0,0,11,2,4,3,10,1,0,1
2,0,20,584,0,100,0,0,12,4,2,1,2,1,0,0
0,0,12,232,0,167,0,0,11,1,1,2,1,1,0,0
0,0,54,1442,1,43,0,0,11,1,1,1,2,1,0,0
13,0,81,4285,1,229,3,0,12,1,1,6,2,1,1,1
0,0,6,151,0,800,0,0,12,1,8,4,6,1,0,0
0,0,18,910,3,482,0,0,11,3,2,1,3,1,0,0
1,0,15,692,0,143,60,0,11,2,2,2,2,1,0,1
6,0,46,3369,1,119,0,0,11,2,2,1,2,2,0,0
0,0,8,122,0,250,0,0,12,3,2,4,2,2,0,0
0,0,10,387,0,100,0,0,11,2,4,6,8,1,0,0
3,0,3,30,0,400,0,0,11,2,10,3,2,3,0,0
0,0,18,2336,0,334,0,0,11,2,2,1,3,1,0,0
4,0,29,1415,0,125,21,0,12,2,2,1,2,1,0,1
1,0,59,2335,2,421,0,0,12,2,2,3,3,1,0,0
1,0,13,1475,0,167,69,0,12,2,2,4,3,1,0,1
6,0,92,4213,1,219,7,0,11,1,1,1,2,1,1,1
0,0,30,678,1,134,0,0,11,3,2,1,2,1,1,0
6,2,11,431,0,134,0,0,12,3,2,2,2,1,0,0
11,0,81,2127,2,213,0,0,11,3,2,1,2,1,1,0
10,0,27,761,2,130,41,0,11,2,2,3,10,1,0,1
7,1,21,1616,0,100,0,0,12,2,2,8,2,2,1,0
9,0,19,806,1,194,0,0,11,1,1,1,2,1,0,0
0,0,17,547,2,196,14,0,12,2,2,7,2,1,0,0
1,0,20,809,1,286,26,0,12,2,5,1,1,1,0,0
0,0,2,7,0,1000,0,0,11,2,2,4,1,1,0,0
0,0,6,604,0,400,0,0,11,1,1,2,2,2,0,0
12,3,59,3067,0,105,0,0,11,2,2,3,1,1,0,0
8,2,81,4273,1,187,0,0,11,2,2,1,2,1,0,0
0,1,31,751,1,422,0,0,12,2,2,1,6,1,1,0
3,1,42,3010,1,324,0,0,11,1,1,1,1,1,0,0
0,0,10,243,0,267,0,0,12,2,2,7,2,2,0,0
0,0,23,348,1,305,0,0,11,2,2,1,3,1,0,0
0,0,5,27,4,800,0,0,12,2,2,1,1,1,0,0
6,2,98,3715,1,135,0,0,11,2,2,1,2,1,0,0
0,0,29,739,0,25,0,0,12,3,2,6,2,1,1,0
9,2,151,9019,2,246,0,0,11,1,2,1,1,1,1,0
0,0,9,1727,0,500,0,0,12,2,4,7,1,1,0,0
0,0,24,1362,0,292,0,0,11,2,2,2,1,1,0,0
0,0,11,271,2,364,0,0,11,2,2,1,3,1,0,0
0,0,13,547,0,339,0,0,12,2,2,1,3,1,0,0
1,1,30,3960,3,606,0,0,12,2,2,6,3,1,0,0
9,2,155,4644,1,75,10,0,11,2,2,1,3,1,0,1
7,0,41,1125,0,120,0,0,11,2,2,9,2,1,0,1
0,0,3,98,0,667,0,0,12,1,1,9,2,1,0,0
1,0,4,68,0,134,0,0,12,2,2,2,2,1,1,0
6,0,140,7098,1,100,22,0,11,2,2,3,13,1,0,1
0,1,33,1459,3,412,0,0,12,1,1,1,10,1,0,0
2,0,4,34,0,399,0,0,12,3,2,1,10,1,0,0
0,0,36,573,2,389,0,0,12,2,2,3,2,1,0,0
0,0,10,208,0,223,126,0,12,2,2,1,2,2,0,1
0,0,10,824,6,900,0,0,12,1,1,1,3,1,0,0
11,1,200,7973,1,143,22,0,11,2,2,1,2,1,0,1
5,0,24,1250,0,52,52,0,12,2,2,3,2,2,0,1
0,0,30,481,3,415,0,0,12,3,2,3,3,1,0,0
1,0,21,259,0,91,0,0,12,2,2,4,3,1,0,0
0,2,4,58,0,667,0,0,11,2,5,3,1,1,0,0
8,2,56,3409,2,276,10,0,11,1,2,1,2,1,0,1
0,0,4,74,0,500,0,0,11,1,1,3,1,1,0,0
0,4,38,2534,0,262,0,0,12,2,4,4,2,1,0,0
0,0,6,86,0,500,0,0,11,2,4,1,2,1,0,0
1,0,12,2157,2,273,69,0,11,3,2,1,2,2,0,1
0,0,5,112,0,334,0,0,11,2,2,1,20,1,0,0
15,0,152,3562,0,87,6,0,12,2,2,6,1,1,0,1
5,2,385,14506,1,136,0,0,11,3,2,3,3,1,0,0
1,1,58,2802,2,164,7,0,12,3,2,4,2,1,0,0
8,10,131,2461,1,213,2,0,11,2,2,3,3,1,0,1
2,2,9,453,3,534,0,0,12,1,1,7,2,1,0,0
2,0,79,2620,2,208,0,0,11,1,1,3,10,1,1,0
0,0,44,785,0,48,361,0,12,8,13,9,20,3,0,1
0,0,1,0,20,2000,0,0,11,1,8,2,1,1,0,0
2,0,17,776,0,451,0,0,11,2,2,3,1,1,0,1
0,0,9,270,3,482,0,0,12,3,2,5,6,1,0,0
1,0,38,1264,0,290,31,0,12,2,6,9,3,1,0,0
0,0,34,509,2,276,0,0,12,2,2,3,10,1,0,0
0,0,1,0,20,2000,0,0,12,3,2,7,1,1,0,0
0,0,7,62,3,858,0,0,12,2,4,3,1,1,0,0
0,0,2,12,17,1667,0,0,11,1,1,1,10,1,0,0
2,0,9,123,0,182,0,0,12,2,2,7,2,2,0,0
2,7,48,699,1,199,69,0,11,3,2,7,11,1,0,1
1,2,50,1800,6,831,0,0,12,1,1,1,3,1,0,0
3,0,11,497,0,262,0,0,12,2,2,1,8,1,0,0
4,1,28,688,2,274,109,0,11,1,1,1,2,1,1,1
3,0,22,459,2,567,0,0,11,1,1,1,3,1,0,0
0,0,2,54,5,1500,0,0,12,3,3,5,20,1,0,0
0,0,3,0,20,2000,0,0,11,3,2,6,13,1,0,0
6,0,10,333,0,22,0,0,12,8,13,9,20,3,0,0
0,0,12,750,0,167,0,0,11,8,2,1,10,1,0,0
0,0,1,0,20,2000,0,0,11,2,2,4,11,1,1,0
17,3,292,8283,1,57,14,0,11,2,2,1,2,1,1,0
0,0,1,0,20,2000,0,0,12,3,2,1,13,1,0,0
0,0,6,143,0,334,0,0,11,3,2,6,2,1,0,0
8,0,45,3008,2,130,0,0,12,3,2,6,10,1,0,0
1,1,52,1895,1,169,0,0,11,3,2,3,11,1,0,0
2,2,95,4818,1,257,50,0,11,1,1,5,2,1,0,1
0,0,2,0,20,2000,0,0,12,2,2,3,1,1,0,0
6,0,12,906,0,267,24,0,12,4,5,1,1,1,0,1
0,0,37,1255,1,102,34,0,11,2,2,2,7,1,0,1
4,0,71,3402,1,263,0,0,11,2,2,2,2,1,0,0
4,0,17,524,3,570,31,0,12,2,2,5,1,1,0,0
8,0,23,627,1,113,25,0,12,1,1,8,2,1,0,0
0,0,56,1515,2,175,0,0,12,3,2,1,3,1,0,0
